MTR_IDENT	SEG_NBR	PT_IDENT	PT_USAGE	PT_LAT	PT_DLAT	PT_LONG	PT_DLONG	PT_WIDTH_L	PT_WIDTH_R	PT_TRN_RAD	PT_TRN_DIR	PT_BI_SEC	NX_POINT	NX_USAGE	NX_LAT	NX_DLAT	NX_LONG	NX_DLONG	NX_WIDTH_L	NX_WIDTH_R	NX_TRN_RAD	NX_TRN_DIR	NX_BI_SEC	CYCLE_DATE
IR037	0	A	S	N30430000	30.716667	W088190000	-88.316667	5.0	5.0			0233	B	T	N30530000	30.883333	W088460000	-88.766667	5.0	5.0			0730	200204
IR037	10	B	T	N30530000	30.883333	W088460000	-88.766667	5.0	5.0			0730	C	T	N31090000	31.150000	W088340000	-88.566667	4.0	5.0			0841	200204
IR037	20	C	T	N31090000	31.150000	W088340000	-88.566667	4.0	5.0			0841	D	T	N31400000	31.666667	W089100000	-89.166667	5.0	5.0			3560	200204
IR037	30	D	T	N31400000	31.666667	W089100000	-89.166667	5.0	5.0			3560	E	T	N31000000	31.000000	W089450000	-89.750000	5.0	5.0			2776	200204
IR037	40	E	T	N31000000	31.000000	W089450000	-89.750000	5.0	5.0			2776	F	T	N30380000	30.633333	W089350000	-89.583333	5.0	5.0			2279	200204
IR037	50	F	T	N30380000	30.633333	W089350000	-89.583333	5.0	5.0			2279	G	T	N30242461	30.406836	W089043644	-89.076789	5.0	5.0			1835	200204
IR037	60	G	T	N30242461	30.406836	W089043644	-89.076789	5.0	5.0			1835	H	X	N30320000	30.533333	W088410000	-88.683333	5.0	5.0			1597	200204
IR038	0	A	S	N30240000	30.400000	W088150000	-88.250000	10.0	10.0			0008	B	T	N30242461	30.406836	W089043644	-89.076789	10.0	10.0			3211	200204
IR038	10	B	T	N30242461	30.406836	W089043644	-89.076789	10.0	10.0			3211	C	T	N28540000	28.900000	W089260000	-89.433333	10.0	10.0			3259	200204
IR038	20	C	T	N28540000	28.900000	W089260000	-89.433333	10.0	10.0			3259	D	T	N29050000	29.083333	W090380000	-90.633333	10.0	10.0			9999	200204
IR038	30	D	T	N29050000	29.083333	W090380000	-90.633333	10.0	10.0			9999	E	T	N28540000	28.900000	W089260000	-89.433333	10.0	10.0			1459	200204
IR038	40	E	T	N28540000	28.900000	W089260000	-89.433333	10.0	10.0			1459	F	T	N30242461	30.406836	W089043644	-89.076789	10.0	10.0			1411	200204
IR038	50	F	T	N30242461	30.406836	W089043644	-89.076789	10.0	10.0			1411	G	X	N30240000	30.400000	W088150000	-88.250000	10.0	10.0			1808	200204
IR040	0	A	S	N30220000	30.366667	W088190000	-88.316667	5.0	5.0			0900	B	T	N30430000	30.716667	W088190000	-88.316667	5.0	5.0			0953	200204
IR040	10	B	T	N30430000	30.716667	W088190000	-88.316667	5.0	5.0			0953	C	T	N31060000	31.100000	W088140000	-88.233333	5.0	5.0			0801	200204
IR040	20	C	T	N31060000	31.100000	W088140000	-88.233333	5.0	5.0			0801	D	T	N31410000	31.683333	W088380000	-88.633333	5.0	5.0			0287	200204
IR040	30	D	T	N31410000	31.683333	W088380000	-88.633333	5.0	5.0			0287	E	T	N31400000	31.666667	W089100000	-89.166667	5.0	5.0			2977	200204
IR040	40	E	T	N31400000	31.666667	W089100000	-89.166667	5.0	5.0			2977	F	T	N31210000	31.350000	W088560000	-88.933333	5.0	5.0			2251	200204
IR040	50	F	T	N31210000	31.350000	W088560000	-88.933333	5.0	5.0			2251	G	T	N31090000	31.150000	W088340000	-88.566667	5.0	5.0			2577	200204
IR040	60	G	T	N31090000	31.150000	W088340000	-88.566667	5.0	5.0			2577	H	X	N30530000	30.883333	W088460000	-88.766667	5.0	5.0			3028	200204
IR044	0	A	S	N32370000	32.616667	W089090000	-89.150000	4.0	4.0			0900	B	T	N32450000	32.750000	W089090000	-89.150000	4.0	4.0			0540	200204
IR044	10	B	T	N32450000	32.750000	W089090000	-89.150000	4.0	4.0			0540	C	T	N32480000	32.800000	W089200000	-89.333333	4.0	4.0			0007	200204
IR044	20	C	T	N32480000	32.800000	W089200000	-89.333333	4.0	4.0			0007	D	T	N32410000	32.683333	W089480000	-89.800000	4.0	4.0			0241	200204
IR044	30	D	T	N32410000	32.683333	W089480000	-89.800000	4.0	4.0			0241	E	T	N32500000	32.833333	W089530000	-89.883333	4.0	4.0			0526	200204
IR044	40	E	T	N32500000	32.833333	W089530000	-89.883333	4.0	4.0			0526	F	T	N32550000	32.916667	W090000000	-90.000000	4.0	4.0			0765	200204
IR044	50	F	T	N32550000	32.916667	W090000000	-90.000000	4.0	4.0			0765	G	T	N33210000	33.350000	W089470000	-89.783333	4.0	4.0			1635	200204
IR044	60	G	T	N33210000	33.350000	W089470000	-89.783333	4.0	4.0			1635	H	T	N33170000	33.283333	W089400000	-89.666667	4.0	4.0			2349	200204
IR044	70	H	T	N33170000	33.283333	W089400000	-89.666667	4.0	4.0			2349	I	T	N33040000	33.066667	W089360000	-89.600000	4.0	4.0			1999	200204
IR044	80	I	T	N33040000	33.066667	W089360000	-89.600000	4.0	4.0			1999	J	T	N33190000	33.316667	W089110000	-89.183333	4.0	4.0			1921	200204
IR044	90	J	T	N33190000	33.316667	W089110000	-89.183333	4.0	4.0			1921	K	B	N33090000	33.150000	W089040000	-89.066667	4.0	4.0			2153	200204
IR044	100	K	B	N33090000	33.150000	W089040000	-89.066667	4.0	4.0			2153	L	X	N33060000	33.100000	W088460000	-88.766667	4.0	4.0			1913	200204
IR046	0	A	S	N28090000	28.150000	W083221800	-83.371667	4.0	4.0			2179	B	A	N27592400	27.990000	W083082400	-83.140000	4.0	4.0			1793	200204
IR046	10	B	A	N27592400	27.990000	W083082400	-83.140000	4.0	4.0			1793	C	A	N28120000	28.200000	W082510000	-82.850000	8.0	5.0			1271	200204
IR046	20	C	A	N28120000	28.200000	W082510000	-82.850000	8.0	5.0			1271	D	T	N28373000	28.625000	W082383000	-82.641667	5.0	5.0			1392	200204
IR046	30	D	T	N28373000	28.625000	W082383000	-82.641667	5.0	5.0			1392	E	A	N28453000	28.758333	W082043000	-82.075000	5.0	5.0			2066	200204
IR046	40	E	A	N28453000	28.758333	W082043000	-82.075000	5.0	5.0			2066	F	T	N28213000	28.358333	W081533000	-81.891667	5.0	5.0			2493	200204
IR046	50	F	T	N28213000	28.358333	W081533000	-81.891667	5.0	5.0			2493	G	T	N28140000	28.233333	W081503000	-81.841667	5.0	5.0			2293	200204
IR046	60	G	T	N28140000	28.233333	W081503000	-81.841667	5.0	5.0			2293	H	T	N28010000	28.016667	W081231200	-81.386667	5.0	5.0			2109	200204
IR046	70	H	T	N28010000	28.016667	W081231200	-81.386667	5.0	5.0			2109	I	T	N28000000	28.000000	W081213000	-81.358333	6.0	4.0			2409	200204
IR046	80	I	T	N28000000	28.000000	W081213000	-81.358333	6.0	4.0			2409	J	X	N27460000	27.766667	W081210000	-81.350000	6.0	4.0			2682	200204
IR047	0	A	S	N27571200	27.953333	W082163000	-82.275000	3.5	3.5			1719	B	A	N27591025	27.986181	W082004999	-82.013886	3.5	3.5			1724	200204
IR047	10	B	A	N27591025	27.986181	W082004999	-82.013886	3.5	3.5			1724	C	T	N28033000	28.058333	W081210000	-81.350000	3.5	3.5			2216	200204
IR047	20	C	T	N28033000	28.058333	W081210000	-81.350000	3.5	3.5			2216	D	T	N28000000	28.000000	W081210000	-81.350000	6.0	4.0			2700	200204
IR047	30	D	T	N28000000	28.000000	W081210000	-81.350000	6.0	4.0			2700	E	X	N27460000	27.766667	W081210000	-81.350000	6.0	4.0			2700	200204
IR048	0	A	S	N27383000	27.641667	W081240000	-81.400000	6.0	6.0			0001	B	C	N27383000	27.641667	W081380000	-81.633333	5.0	5.0			0035	200204
IR048	10	B	C	N27383000	27.641667	W081380000	-81.633333	5.0	5.0			0035	C	X	N27404800	27.680000	W081591800	-81.988333	5.0	5.0			0068	200311
IR049	0	A	S	N27300000	27.500000	W082220000	-82.366667	8.0	3.0			2028	B	A	N27214200	27.361667	W082000000	-82.000000	5.0	5.0			2027	200204
IR049	10	B	A	N27214200	27.361667	W082000000	-82.000000	5.0	5.0			2027	C	T	N27180000	27.300000	W081500000	-81.833333	5.0	5.0			2080	200204
IR049	20	C	T	N27180000	27.300000	W081500000	-81.833333	5.0	5.0			2080	D	T	N27113000	27.191667	W081390000	-81.650000	6.0	6.0			1979	200204
IR049	30	D	T	N27113000	27.191667	W081390000	-81.650000	6.0	6.0			1979	E	T	N27100000	27.166667	W080591800	-80.988333	3.5	7.0			1260	200204
IR049	40	E	T	N27100000	27.166667	W080591800	-80.988333	3.5	7.0			1260	F	X	N27184800	27.313333	W081030000	-81.050000	3.5	7.0			0694	200204
IR050	0	A	S	N27300000	27.500000	W082220000	-82.366667	8.0	3.0			2028	B	A	N27214200	27.361667	W082000000	-82.000000	5.0	5.0			2027	200204
IR050	10	B	A	N27214200	27.361667	W082000000	-82.000000	5.0	5.0			2027	C	T	N27180000	27.300000	W081500000	-81.833333	5.0	5.0			2131	200204
IR050	20	C	T	N27180000	27.300000	W081500000	-81.833333	5.0	5.0			2131	D	T	N26540000	26.900000	W081220000	-81.366667	5.0	5.0			1933	200204
IR050	30	D	T	N26540000	26.900000	W081220000	-81.366667	5.0	5.0			1933	E	T	N27011800	27.021667	W080554200	-80.928333	3.5	7.0			1163	200204
IR050	40	E	T	N27011800	27.021667	W080554200	-80.928333	3.5	7.0			1163	F	T	N27100000	27.166667	W080591800	-80.988333	3.5	7.0			0695	200204
IR050	50	F	T	N27100000	27.166667	W080591800	-80.988333	3.5	7.0			0695	G	X	N27184800	27.313333	W081030000	-81.050000	3.5	7.0			0694	200204
IR051	0	A	S	N27300000	27.500000	W082220000	-82.366667	8.0	3.0			2028	B	A	N27214200	27.361667	W082000000	-82.000000	5.0	5.0			2027	200204
IR051	10	B	A	N27214200	27.361667	W082000000	-82.000000	5.0	5.0			2027	C	T	N27180000	27.300000	W081500000	-81.833333	5.0	5.0			2131	200204
IR051	20	C	T	N27180000	27.300000	W081500000	-81.833333	5.0	5.0			2131	D	T	N26540000	26.900000	W081220000	-81.366667	5.0	5.0			1931	200204
IR051	30	D	T	N26540000	26.900000	W081220000	-81.366667	5.0	5.0			1931	E	T	N26580000	26.966667	W081080000	-81.133333	5.0	5.0			1593	200204
IR051	40	E	T	N26580000	26.966667	W081080000	-81.133333	5.0	5.0			1593	F	A	N27104200	27.178333	W080353000	-80.591667	4.0	4.0			1110	200204
IR051	50	F	A	N27104200	27.178333	W080353000	-80.591667	4.0	4.0			1110	G	T	N27183000	27.308333	W080393000	-80.658333	4.0	4.0			0661	200204
IR051	60	G	T	N27183000	27.308333	W080393000	-80.658333	4.0	4.0			0661	H	T	N27300000	27.500000	W080450000	-80.750000	3.0	3.0			0666	200204
IR051	70	H	T	N27300000	27.500000	W080450000	-80.750000	3.0	3.0			0666	I	T	N27430000	27.716667	W080512400	-80.856667	3.0	3.0			0666	200204
IR051	80	I	T	N27430000	27.716667	W080512400	-80.856667	3.0	3.0			0666	J	T	N27503000	27.841667	W080550000	-80.916667	6.0	4.0			0528	200204
IR051	90	J	T	N27503000	27.841667	W080550000	-80.916667	6.0	4.0			0528	K	T	N28040000	28.066667	W081140000	-81.233333	3.0	3.0			0029	200204
IR051	100	K	T	N28040000	28.066667	W081140000	-81.233333	3.0	3.0			0029	L	T	N28000000	28.000000	W081210000	-81.350000	6.0	4.0			2986	200204
IR051	110	L	T	N28000000	28.000000	W081210000	-81.350000	6.0	4.0			2986	M	X	N27460000	27.766667	W081210000	-81.350000	6.0	4.0			2700	200204
IR053	0	A	S	N25140000	25.233333	W080130000	-80.216667	5.0	5.0			3136	B	A	N24510000	24.850000	W080370000	-80.616667	5.0	5.0			3180	200204
IR053	10	B	A	N24510000	24.850000	W080370000	-80.616667	5.0	5.0			3180	C	T	N24440000	24.733333	W080470000	-80.783333	2.0	2.0			3322	200204
IR053	20	C	T	N24440000	24.733333	W080470000	-80.783333	2.0	2.0			3322	D	T	N24380000	24.633333	W081070000	-81.116667	2.0	2.0			3392	200204
IR053	30	D	T	N24380000	24.633333	W081070000	-81.116667	2.0	2.0			3392	E	T	N24140000	24.233333	W082070000	-82.116667	5.0	5.0			0234	200204
IR053	40	E	T	N24140000	24.233333	W082070000	-82.116667	5.0	5.0			0234	F	X	N24270000	24.450000	W082120000	-82.200000	5.0	5.0			0706	200204
IR055	0	A	S	N27211800	27.355000	W081043000	-81.075000	4.0	4.0			2823	B	T	N27121800	27.205000	W081064200	-81.111667	8.0	8.0			2825	200204
IR055	10	B	T	N27121800	27.205000	W081064200	-81.111667	8.0	8.0			2825	C	T	N26471200	26.786667	W081130000	-81.216667	8.0	8.0			2831	200204
IR055	20	C	T	N26471200	26.786667	W081130000	-81.216667	8.0	8.0			2831	D	B	N26210000	26.350000	W081200000	-81.333333	8.0	8.0			2831	200204
IR055	30	D	B	N26210000	26.350000	W081200000	-81.333333	8.0	8.0			2831	E	T	N26150000	26.250000	W081213000	-81.358333	8.0	8.0			2763	200204
IR055	40	E	T	N26150000	26.250000	W081213000	-81.358333	8.0	8.0			2763	F	T	N25543000	25.908333	W081213000	-81.358333	8.0	8.0			2700	200204
IR055	50	F	T	N25543000	25.908333	W081213000	-81.358333	8.0	8.0			2700	G	T	N25460000	25.766667	W081213000	-81.358333	8.0	8.0			2603	200204
IR055	60	G	T	N25460000	25.766667	W081213000	-81.358333	8.0	8.0			2603	H	B	N25240000	25.400000	W081130000	-81.216667	8.0	8.0			2515	200204
IR055	70	H	B	N25240000	25.400000	W081130000	-81.216667	8.0	8.0			2515	I	X	N25070000	25.116667	W081070000	-81.116667	8.0	8.0			2522	200204
IR056	0	A	S	N25070000	25.116667	W081070000	-81.116667	8.0	8.0			0722	B	T	N25240000	25.400000	W081130000	-81.216667	8.0	8.0			0715	200204
IR056	10	B	T	N25240000	25.400000	W081130000	-81.216667	8.0	8.0			0715	C	T	N25460000	25.766667	W081213000	-81.358333	8.0	8.0			0803	200204
IR056	20	C	T	N25460000	25.766667	W081213000	-81.358333	8.0	8.0			0803	D	A	N25543000	25.908333	W081213000	-81.358333	8.0	8.0			0900	200204
IR056	30	D	A	N25543000	25.908333	W081213000	-81.358333	8.0	8.0			0900	E	T	N26150000	26.250000	W081213000	-81.358333	8.0	8.0			0963	200204
IR056	40	E	T	N26150000	26.250000	W081213000	-81.358333	8.0	8.0			0963	F	T	N26210000	26.350000	W081200000	-81.333333	8.0	8.0			1232	200204
IR056	50	F	T	N26210000	26.350000	W081200000	-81.333333	8.0	8.0			1232	G	T	N26374800	26.630000	W080543000	-80.908333	8.0	8.0			1441	200204
IR056	60	G	T	N26374800	26.630000	W080543000	-80.908333	8.0	8.0			1441	H	A	N26420000	26.700000	W080480000	-80.800000	4.0	4.0			1198	200204
IR056	70	H	A	N26420000	26.700000	W080480000	-80.800000	4.0	4.0			1198	I	T	N27013000	27.025000	W080460000	-80.766667	4.0	4.0			0956	200204
IR056	80	I	T	N27013000	27.025000	W080460000	-80.766667	4.0	4.0			0956	J	T	N27100000	27.166667	W080450000	-80.750000	4.0	4.0			0970	200204
IR056	90	J	T	N27100000	27.166667	W080450000	-80.750000	4.0	4.0			0970	K	T	N27290000	27.483333	W080420000	-80.700000	3.0	3.0			0787	200204
IR056	100	K	T	N27290000	27.483333	W080420000	-80.700000	3.0	3.0			0787	L	B	N27410000	27.683333	W080500000	-80.833333	3.0	3.0			0593	200204
IR056	110	L	B	N27410000	27.683333	W080500000	-80.833333	3.0	3.0			0593	M	T	N27500000	27.833333	W080560000	-80.933333	3.0	3.0			0498	200204
IR056	120	M	T	N27500000	27.833333	W080560000	-80.933333	3.0	3.0			0498	N	T	N28020000	28.033333	W081120000	-81.200000	3.0	3.0			0137	200204
IR056	130	N	T	N28020000	28.033333	W081120000	-81.200000	3.0	3.0			0137	O	X	N28010000	28.016667	W081170000	-81.283333	3.0	3.0			3473	200204
IR057	0	A	S	N30493427	30.826186	W086404493	-86.679147	2.0	2.0			1028	B	T	N31000000	31.000000	W086380000	-86.633333	2.0	2.0			0974	200204
IR057	10	B	T	N31000000	31.000000	W086380000	-86.633333	2.0	2.0			0974	C	T	N31332400	31.556667	W086363600	-86.610000	2.0	2.0			1004	200204
IR057	20	C	T	N31332400	31.556667	W086363600	-86.610000	2.0	2.0			1004	D	C	N32035400	32.065000	W086242400	-86.406667	2.0	2.0			1438	200204
IR057	30	D	C	N32035400	32.065000	W086242400	-86.406667	2.0	2.0			1438	E	T	N32043600	32.076667	W085411200	-85.686667	2.0	2.0			1765	200204
IR057	40	E	T	N32043600	32.076667	W085411200	-85.686667	2.0	2.0			1765	F	B	N32075400	32.131667	W085033600	-85.060000	2.0	2.0			1945	200204
IR057	50	F	B	N32075400	32.131667	W085033600	-85.060000	2.0	2.0			1945	G	T	N31551800	31.921667	W084421800	-84.705000	2.0	2.0			2407	200204
IR057	60	G	T	N31551800	31.921667	W084421800	-84.705000	2.0	2.0			2407	H	T	N31394800	31.663333	W084411200	-84.686667	2.0	2.0			2578	200204
IR057	70	H	T	N31394800	31.663333	W084411200	-84.686667	2.0	2.0			2578	I	C	N31101200	31.170000	W084280000	-84.466667	2.0	2.0			2605	200204
IR057	80	I	C	N31101200	31.170000	W084280000	-84.466667	2.0	2.0			2605	J	T	N30445400	30.748333	W084290000	-84.483333	2.0	2.0			3050	200204
IR057	90	J	T	N30445400	30.748333	W084290000	-84.483333	2.0	2.0			3050	K	T	N30344800	30.580000	W084574200	-84.961667	2.0	2.0			3534	200204
IR057	100	K	T	N30344800	30.580000	W084574200	-84.961667	2.0	2.0			3534	L	T	N30394800	30.663333	W085343600	-85.576667	2.0	2.0			0154	200204
IR057	110	L	T	N30394800	30.663333	W085343600	-85.576667	2.0	2.0			0154	M	T	N30491800	30.821667	W086015400	-86.031667	2.0	2.0			0206	200204
IR057	120	M	T	N30491800	30.821667	W086015400	-86.031667	2.0	2.0			0206	N	T	N30561200	30.936667	W086244800	-86.413333	2.0	2.0			0037	200204
IR057	130	N	T	N30561200	30.936667	W086244800	-86.413333	2.0	2.0			0037	O	T	N30514200	30.861667	W086494800	-86.830000	2.0	2.0			3018	200204
IR057	160	N	T	N30561200	30.936667	W086244800	-86.413333	2.0	2.0			2660	NA	B	N30411200	30.686667	W086233600	-86.393333	2.0	2.0			2661	200204
IR057	140	O	T	N30514200	30.861667	W086494800	-86.830000	2.0	2.0			3018	P	X	N30375400	30.631667	W086454200	-86.761667	2.0	2.0			2556	200206
IR059	0	A	S	N30493427	30.826186	W086404493	-86.679147	2.0	2.0			1542	B	T	N30561200	30.936667	W086244800	-86.413333	2.0	2.0			1767	200204
IR059	10	B	T	N30561200	30.936667	W086244800	-86.413333	2.0	2.0			1767	C	T	N30491800	30.821667	W086015400	-86.031667	2.0	2.0			2006	200204
IR059	170	B1	T	N30561200	30.936667	W086244800	-86.413333	2.0	2.0			2323	BA	B	N30411200	30.686667	W086233600	-86.393333	2.0	2.0			2661	200204
IR059	20	C	T	N30491800	30.821667	W086015400	-86.031667	2.0	2.0			2006	D	T	N30394800	30.663333	W085343600	-85.576667	2.0	2.0			1954	200204
IR059	30	D	T	N30394800	30.663333	W085343600	-85.576667	2.0	2.0			1954	E	T	N30344800	30.580000	W084574200	-84.961667	2.0	2.0			1734	200204
IR059	40	E	T	N30344800	30.580000	W084574200	-84.961667	2.0	2.0			1734	F	T	N30445400	30.748333	W084290000	-84.483333	2.0	2.0			1250	200204
IR059	50	F	T	N30445400	30.748333	W084290000	-84.483333	2.0	2.0			1250	G	C	N31101200	31.170000	W084280000	-84.466667	2.0	2.0			0805	200204
IR059	60	G	C	N31101200	31.170000	W084280000	-84.466667	2.0	2.0			0805	H	T	N31394800	31.663333	W084411200	-84.686667	2.0	2.0			0778	200204
IR059	70	H	T	N31394800	31.663333	W084411200	-84.686667	2.0	2.0			0778	I	T	N31551800	31.921667	W084421800	-84.705000	2.0	2.0			0607	200204
IR059	80	I	T	N31551800	31.921667	W084421800	-84.705000	2.0	2.0			0607	J	B	N32075400	32.131667	W085033600	-85.060000	2.0	2.0			0145	200204
IR059	90	J	B	N32075400	32.131667	W085033600	-85.060000	2.0	2.0			0145	K	T	N32043600	32.076667	W085411200	-85.686667	2.0	2.0			3565	200204
IR059	100	K	T	N32043600	32.076667	W085411200	-85.686667	2.0	2.0			3565	L	C	N32035400	32.065000	W086242400	-86.406667	2.0	2.0			3238	200204
IR059	110	L	C	N32035400	32.065000	W086242400	-86.406667	2.0	2.0			3238	M	T	N31332400	31.556667	W086363600	-86.610000	2.0	2.0			2804	200204
IR059	120	M	T	N31332400	31.556667	W086363600	-86.610000	2.0	2.0			2804	N	T	N31000000	31.000000	W086380000	-86.633333	2.0	2.0			2964	200204
IR059	130	N	T	N31000000	31.000000	W086380000	-86.633333	2.0	2.0			2964	O	T	N30514200	30.861667	W086494800	-86.830000	2.0	2.0			2882	200204
IR059	160	N	T	N31000000	31.000000	W086380000	-86.633333	2.0	2.0			1984	B1	T	N30561200	30.936667	W086244800	-86.413333	2.0	2.0			2323	200204
IR059	140	O	T	N30514200	30.861667	W086494800	-86.830000	2.0	2.0			2882	P	X	N30375400	30.631667	W086454200	-86.761667	2.0	2.0			2556	200206
IR062	0	A	S	N35240000	35.400000	W076330000	-76.550000	4.0	4.0			0607	B	A	N36130000	36.216667	W077070000	-77.116667	4.0	4.0			0457	200204
IR062	10	B	A	N36130000	36.216667	W077070000	-77.116667	4.0	4.0			0457	C	T	N36290000	36.483333	W077400000	-77.666667	3.0	4.0			0216	200204
IR062	20	C	T	N36290000	36.483333	W077400000	-77.666667	3.0	4.0			0216	D	T	N36380000	36.633333	W078320000	-78.533333	3.0	4.0			3561	200204
IR062	30	D	T	N36380000	36.633333	W078320000	-78.533333	3.0	4.0			3561	E	T	N36240000	36.400000	W079200000	-79.333333	4.0	4.0			3155	200204
IR062	40	E	T	N36240000	36.400000	W079200000	-79.333333	4.0	4.0			3155	F	T	N35440000	35.733333	W079390000	-79.650000	4.0	4.0			2819	200204
IR062	50	F	T	N35440000	35.733333	W079390000	-79.650000	4.0	4.0			2819	G	T	N34530000	34.883333	W079420000	-79.700000	4.0	4.0			2496	200204
IR062	60	G	T	N34530000	34.883333	W079420000	-79.700000	4.0	4.0			2496	H	T	N34320000	34.533333	W079180000	-79.300000	4.0	4.0			2033	200204
IR062	70	H	T	N34320000	34.533333	W079180000	-79.300000	4.0	4.0			2033	I	T	N34320000	34.533333	W078470000	-78.783333	4.0	4.0			1715	200204
IR062	80	I	T	N34320000	34.533333	W078470000	-78.783333	4.0	4.0			1715	J	T	N34440000	34.733333	W077590000	-77.983333	4.0	4.0			1443	200204
IR062	90	J	T	N34440000	34.733333	W077590000	-77.983333	4.0	4.0			1443	K	T	N35200000	35.333333	W077280000	-77.466667	4.0	4.0			1375	200204
IR062	100	K	T	N35200000	35.333333	W077280000	-77.466667	4.0	4.0			1375	L	T	N35320000	35.533333	W077030000	-77.050000	4.0	4.0			1445	200204
IR062	110	L	T	N35320000	35.533333	W077030000	-77.050000	4.0	4.0			1445	M	X	N35530000	35.883333	W076330000	-76.550000	4.0	4.0			1395	200206
IR062	130	L	B	N35320000	35.533333	W077030000	-77.050000	4.0	4.0			2274	LA	B	N35150000	35.250000	W076440000	-76.733333	4.0	4.0			2276	200204
IR066	0	A	S	N33560000	33.933333	W086530000	-86.883333	5.0	5.0			0153	B	A	N34070000	34.116667	W087420000	-87.700000	5.0	5.0			0409	200602
IR066	10	B	A	N34070000	34.116667	W087420000	-87.700000	5.0	5.0			0409	C	A	N34590000	34.983333	W088090000	-88.150000	5.0	5.0			1082	200602
IR066	20	C	A	N34590000	34.983333	W088090000	-88.150000	5.0	5.0			1082	D	T	N35170000	35.283333	W087310000	-87.516667	5.0	5.0			0764	200602
IR066	30	D	T	N35170000	35.283333	W087310000	-87.516667	5.0	5.0			0764	E	T	N35190000	35.316667	W088350000	-88.583333	5.0	5.0			3380	200602
IR066	40	E	T	N35190000	35.316667	W088350000	-88.583333	5.0	5.0			3380	F	B	N35080000	35.133333	W088480000	-88.800000	5.0	5.0			3144	200602
IR066	50	F	B	N35080000	35.133333	W088480000	-88.800000	5.0	5.0			3144	G	C	N34530000	34.883333	W089060000	-89.100000	5.0	5.0			2702	200602
IR066	60	G	C	N34530000	34.883333	W089060000	-89.100000	5.0	5.0			2702	H	B	N34230000	34.383333	W088310000	-88.516667	5.0	5.0			2396	200602
IR066	70	H	B	N34230000	34.383333	W088310000	-88.516667	5.0	5.0			2396	I	X	N34040000	34.066667	W088240000	-88.400000					2530	200602
IR067	0	A	S	N33560000	33.933333	W086530000	-86.883333	5.0	5.0			0153	B	A	N34070000	34.116667	W087420000	-87.700000	5.0	5.0			0409	200204
IR067	10	B	A	N34070000	34.116667	W087420000	-87.700000	5.0	5.0			0409	C	A	N34590000	34.983333	W088090000	-88.150000	5.0	5.0			1082	200204
