PR_IDENT	ICAO	LEVEL	START_NAME	DEST_NAME	ACFT_TYPE	ACFT_SPEED	UPPER_ALT	LOWER_ALT	EFFE_TIME1	EFFE_TIME2	EFFE_TIME3	CYCLE_DATE	STRT_ICAO	DEST_ICAO
KZ00642	KZ	H	FORT LAUDERDALE METRO AREA	PITTSBURGH			FL290		10000300			200511	KFLL	KPIT
KZ00643	KZ	H	FORT LAUDERDALE METRO AREA	PITTSBURGH			FL600	FL290	10000300			200511	KFLL	KPIT
KZ00644	KZ	H	FORT LAUDERDALE METRO AREA	RALIEGH-DURHAM			FL290		10000300			200503	KFLL	KRDU
KZ00645	KZ	H	FORT LAUDERDALE METRO AREA	RALIEGH-DURHAM			FL600	FL330	10000300			200503	KFLL	KRDU
KZ00646	KZ	H	FORT LAUDERDALE METRO AREA	RALIEGH-DURHAM	W				10000300			200511	KFLL	KRDU
KZ00647	KZ	H	FORT LAUDERDALE METRO AREA	ST LOUIS					10000300			200503	KFLL	KSTL
KZ00648	KZ	H	FORT LAUDERDALE METRO AREA	SARASOTA/BRADENTON					10300300			200503	KFLL	KRSQ
KZ00649	KZ	H	FORT LAUDERDALE METRO AREA	SARASOTA/BRADENTON					10300300			200503	KFLL	KRSQ
KZ00650	KZ	H	FORT LAUDERDALE METRO AREA	TAHHAHASSEE					10300300			200503	KFLL	KTLH
KZ00651	KZ	H	FORT LAUDERDALE METRO AREA	TALLAHASSEE					10300300			200503	KFLL	KTLH
KZ00652	KZ	H	FORT LAUDERDALE METRO AREA	TAMPA					10300300			200503	KFLL	KTPA
KZ00653	KZ	H	FORT LAUDERDALE METRO AREA	TAMPA					10300300			200503	KFLL	KTPA
KZ00654	KZ	H	FORT LAUDERDALE METRO AREA	VERO BEACH					10300300			200503	KFLL	KVRB
KZ00655	KZ	H	FORT LAUDERDALE METRO AREA	WASHINGTON DULLES			FL310		10000300			200602	KFLL	KIAD
KZ00656	KZ	H	FORT LAUDERDALE METRO AREA	WASHINGTON DULLES			FL330		10000300			200602	KFLL	KIAD
KZ00657	KZ	H	FORT LAUDERDALE METRO AREA	WASHINGTON DULLES (WATER)					10000300			200602	KFLL	KIAD
KZ00658	KZ	H	FORT LAUDERDALE METRO AREA	WASHINGTON NATL			FL290		10000300			200503	KFLL	KDCA
KZ00659	KZ	H	FORT LAUDERDALE METRO AREA	WASHINGTON NATL			FL600	FL330	10000300			200503	KFLL	KDCA
KZ00660	KZ	H	FORT LAUDERDALE METRO AREA	WASHINGTON NATL	W				10000300			200511	KFLL	KDCA
KZ00661	KZ	L	FORT MYERS METRO AREA	ORLANDO	J				10300300			200503	KFMY	KMCO
KZ00662	KZ	L	FORT MYERS METRO AREA	ORLANDO	S				10300300			200503	KFMY	KMCO
KZ00663	KZ	L	FORT MYERS METRO AREA	TALLAHASSEE					10300300			200503	KFMY	KTLH
KZ00664	KZ	L	FORT MYERS METRO AREA	TAMPA			10000		10300300			200601	KFMY	KTPA
KZ00665	KZ	L	FORT MYERS METRO AREA	TAMPA			17000	11000	10300300			200601	KFMY	KTPA
KZ00666	KZ	L	FORT MYERS METRO AREA	VERO BEACH					10300300			200503	KFMY	KVRB
KZ00667	KZ	L	FORT WAYNE	MOLINE					00002359			200503	KFWA	KMLI
KZ00668	KZ	L	FORT WAYNE	ROCKFORD					00002359			200503	KFWA	KFRD
KZ00669	KZ	H	FORT MYERS METRO AREA	DAYTONA BEACH					10300300			200501	KFMY	KDAB
KZ00673	KZ	H	FORT MYERS METRO AREA	GAINESVILLE					10300300			200501	KFMY	KGNV
KZ00674	KZ	H	FORT MYERS METRO AREA	JACKSONVILLE					10300300			200501	KFMY	KJAX
KZ00676	KZ	L	GAINESVILLE AREA	FORT LAUDERDALE			10000		00002359			200601	KGNV	KFLL
KZ00677	KZ	L	GAINESVILLE AREA	FORT MYERS			10000		00002359			200601	KGNV	KFMY
KZ00678	KZ	L	GAINESVILLE AREA	MIAMI-METRO AREA			10000		00002359			200601	KGNV	KMIA
KZ00679	KZ	L	GAINESVILLE AREA	ORLANDO			10000		11000400			200601	KGNV	KMCO
KZ00680	KZ	L	GAINESVILLE AREA	SARASOTA BRADENTON			10000		00002359			200601	KGNV	KSRQ
KZ00681	KZ	L	GAINESVILLE AREA	TAMPA METRO AREA			10000		00002359			200601	KGNV	KTPA
KZ00682	KZ	L	GREATER PEORIA REGIONAL	CHICAGO MEIGS								200503	KPIA	
KZ00683	KZ	L	GREATER PEORIA REGIONAL	CHICAGO MIDWAY								200503	KPIA	KMDW
KZ00684	KZ	L	GREATER PEORIA REGIONAL	CHICAGO OHARE INTL								200513	KPIA	KORD
KZ00685	KZ	L	HOUSTON METRO AREA	DALLAS/FORT WORTH AREA					00002359			200601	KIAH	KDFW
KZ00686	KZ	L	HOUSTON METRO AREA (HOBBY ONLY)	NEW ORLEANS			FL180		11000300			200601	KHOU	KMSY
KZ00687	KZ	L	HOUSTON METRO AREA (GEORGE BUSH INTCL)	NEW ORLEANS			FL180		11000300			200601	KIAH	KMSY
KZ00688	KZ	L	INDIANAPOLIS	CLEVELAND			17000	6000	11000300			200601	KIND	KCLE
KZ00689	KZ	L	INDIANAPOLIS	DETROIT METRO-WAYNE CO								200413	KIND	KDTW
KZ00690	KZ	L	INDIANAPOLIS	DET SAT/ANN ARBOR-OAKLAND-WILLOW RUN								200502	KIND	KDTW
KZ00691	KZ	L	INDIANAPOLIS	DETROIT CITY WINDSOR								200502	KIND	CYQG
KZ00692	KZ	L	INDIANAPOLIS	EVANSVILLE								200413	KIND	KEVV
KZ00693	KZ	L	INDIANAPOLIS	KANSAS CITY					00002359			200503	KIND	KMCI
KZ00694	KZ	L	INDIANAPOLIS	PITTSBURGH			17000	6000	11000300			200413	KIND	KPIT
KZ00695	KZ	L	INDIANAPOLIS	SPRINGFIELD MO					00002359			200413	KIND	KSGF
KZ00696	KZ	L	INDIANAPOLIS	SPRINGFIELD MO					00002359			200503	KIND	KSGF
KZ00697	KZ	L	INDIANAPOLIS	TULSA								200503	KIND	KTUL
KZ00698	KZ	L	INDIANAPOLIS	WICHITA					00002359			200503	KIND	KICT
KZ00699	KZ	L	JACKSONVILLE METRO AREA	MIAMI METRO AREA			10000		13000300			200601	KJAX	KMIA
KZ00700	KZ	L	JACKSONVILLE METRO AREA	TAMPA METRO AREA			10000		00002359			200503	KJAX	KTPA
KZ00701	KZ	L	KANSAS CITY METRO AREA	CHICAGO MIDWAY					00002359			200503	KMCI	KMDW
KZ00702	KZ	L	KANSAS CITY METRO AREA	CHICAGO OHARE INTL								200503	KMCI	KORD
KZ00703	KZ	L	KANSAS CITY METRO AREA	INDIANAPOLIS					00002359			200503	KMCI	KIND
KZ00704	KZ	L	KANSAS CITY METRO AREA	LOUISVILLE					00002359			200503	KMCI	KSDF
KZ00705	KZ	L	KANSAS CITY METRO AREA	LOUISVILLE					00002359			200503	KMCI	KSDF
KZ00706	KZ	L	KANSAS CITY METRO AREA	ST LOUIS					00002359			200503	KMCI	KSTL
KZ00707	KZ	L	KANSAS CITY METRO AREA	TERRE HAUTE					00002359			200503	KMCI	KHUF
KZ00708	KZ	H	FORT MYERS METRO AREA	MIAMI	J				10300300			200501	KFMY	KMIA
KZ00709	KZ	L	LAKELAND METRO AREA	FORT LAUDERDALE	J				10300300			200503	KLAL	KFLL
KZ00710	KZ	L	LAKELAND METRO AREA	FORT LAUDERDALE	J				10300300			200503	KLAL	KFLL
KZ00711	KZ	L	LAKELAND METRO AREA	FORT LAUDERDALE	S				10300300			200503	KLAL	KFLL
KZ00712	KZ	L	LAKELAND METRO AREA	FORT MYERS					10300300			200503	KLAL	KFMY
KZ00713	KZ	L	LAKELAND METRO AREA	FORT PIERCE			14000		10300300			200503	KLAL	KFPR
KZ00714	KZ	L	LAKELAND METRO AREA	FORT PIERCE			17000	15000	10300300			200503	KLAL	KFPR
KZ00715	KZ	L	LAKELAND METRO AREA	KEY WEST					10300300			200503	KLAL	KEYW
KZ00716	KZ	L	LAKELAND METRO AREA	MIAMI			100		10300300			200507	KLAL	KMIA
KZ00717	KZ	L	LAKELAND METRO AREA	MIAMI					10300300			200503	KLAL	KMIA
KZ00718	KZ	L	LAKELAND METRO AREA	OPA LOCKA	S				10300300			200503	KLAL	KOPF
KZ00719	KZ	L	LAKELAND METRO AREA	OPA LOCKA	J				10300300			200503	KLAL	KOPF
KZ00720	KZ	L	LAKELAND METRO AREA	OPA LOCKA					10300300			200503	KLAL	KOPF
KZ00721	KZ	L	LAKELAND METRO AREA	PALM BEACH					10300300			200503	KLAL	KPBI
KZ00722	KZ	L	LAKELAND METRO AREA	PALM BEACH					10300300			200503	KLAL	KPBI
KZ00723	KZ	L	LAKELAND METRO AREA	VERO BEACH			14000		10300300			200503	KLAL	KVRB
KZ00724	KZ	L	LAKELAND METRO AREA	VERO BEACH			17000	15000	10300300			200503	KLAL	KVRB
KZ00725	KZ	L	LOUISVILLE	KANSAS CITY					00002359			200503	KLOU	KMCI
KZ00726	KZ	L	LOUISVILLE	WICHITA					00002359			200503	KSDF	KICT
KZ00727	KZ	L	MEMPHIS	CHICAGO MIDWAY					00002359			200413	KMEM	KMDW
KZ00728	KZ	L	MEMPHIS	CHICAGO OHARE INTLL					00002359			200513	KMEM	KORD
KZ00729	KZ	L	MEMPHIS	CHICAGO OHARE INTL					00002359			200513	KMEM	KORD
KZ00730	KZ	L	MIAMI METRO AREA	CROSS CITY					10300300			200503	KMIA	KCTY
KZ00731	KZ	L	MIAMI METRO AREA	CROSS CITY					10300300			200503	KMIA	KCTY
KZ00732	KZ	L	MIAMI METRO AREA	DAYTONA BEACH			10000		10300300			200503	KMIA	KDAB
KZ00733	KZ	L	MIAMI METRO AREA	DAYTONA BEACH			17000	11000	10300300			200503	KMIA	KDAB
KZ00734	KZ	L	MIAMI METRO AREA	FORT MYERS					10300300			200503	KMIA	KFMY
KZ00735	KZ	L	MIAMI METRO AREA	FORT PIERCE			10000		10300300			200503	KMIA	KFPR
KZ00736	KZ	L	MIAMI METRO AREA	FORT PIERCE			17000	11000	10300300			200503	KMIA	KFPR
KZ00737	KZ	L	MIAMI METRO AREA	FORT PIERCE					10300300			200503	KMIA	KFPR
KZ00738	KZ	L	MIAMI METRO AREA	GAINESVILLE					10300300			200503	KMIA	KGNV
KZ00739	KZ	L	MIAMI METRO AREA	GAINESVILLE					10300300			200503	KMIA	KGNV
KZ00740	KZ	L	MIAMI METRO AREA	JACKSONVILLE			9000		10300300			200503	KMIA	KJAX
KZ00741	KZ	L	MIAMI METRO AREA	JACKSONVILLE			11001	11000	10300300			200503	KMIA	KJAX
KZ00742	KZ	L	MIAMI METRO AREA	JACKSONVILLE			17000	13000	10300300			200503	KMIA	KJAX
KZ00743	KZ	L	MIAMI METRO AREA	LAKELAND					10300300			200503	KMIA	KLAL
KZ00744	KZ	L	MIAMI METRO AREA	LAKELAND					10300300			200503	KMIA	KLAL
KZ00745	KZ	L	FORT MYERS METRO AREA	FORT LAUDERDALE	P				10300300			200503	KFMY	KFLL
KZ00746	KZ	L	FORT MYERS METRO AREA	FORT LAUDERDALE	T				10300300			200503	KFMY	KFLL
KZ00749	KZ	L	MIAMI METRO AREA	MELBOURNE			10000		10300300			200503	KMIA	KMLB
KZ00750	KZ	L	MIAMI METRO AREA	MELBOURNE			17000	11000	10300300			200503	KMIA	KMLB
KZ00751	KZ	L	MIAMI METRO AREA	MELBOURNE			17000	11000	10300300			200503	KMIA	KMLB
KZ00752	KZ	L	MIAMI METRO AREA	NEW ORLEANS			FL180		11000300			200503	KMIA	KMSY
KZ00753	KZ	L	MIAMI METRO AREA	OCALA					10300300			200503	KMIA	KOCF
KZ00754	KZ	L	MIAMI METRO AREA	OCALA					10300300			200503	KMIA	KOCF
KZ00755	KZ	L	MIAMI METRO AREA	ORLANDO			10000		10300300			200503	KMIA	KMCO
KZ00756	KZ	L	MIAMI METRO AREA	ORLANDO			17000	11000	10300300			200503	KMIA	KMCO
KZ00757	KZ	L	MIAMI METRO AREA	OVERWATER ROUTES (NORTHEAST)								200503	KMIA	
KZ00758	KZ	L	MIAMI METRO AREA	OVERWATER ROUTES (NORTHEAST)								200503	KMIA	
KZ00759	KZ	L	MIAMI METRO AREA	SARASOTA/BRADENTON					10300300			200503	KMIA	KSRQ
KZ00760	KZ	L	MIAMI METRO AREA	TALLAHASSEE					10300300			200503	KMIA	KTLH
KZ00761	KZ	L	MIAMI METRO AREA	TAMPA					10300300			200503	KMIA	KPTA
KZ00762	KZ	L	MIAMI METRO AREA	VERO BEACH			10000		10300300			200503	KMIA	KVRB
KZ00763	KZ	L	MIAMI METRO AREA	VERO BEACH			17000	11000	10300300			200503	KMIA	KVRB
KZ00764	KZ	L	MIAMI METRO AREA	VERO BEACH			17000	11000	10300300			200503	KMIA	KVRB
KZ00765	KZ	L	MILWAUKEE	DETROIT METRO-WAYNE CO								200413	KMKE	KDTW
KZ00766	KZ	L	MILWAUKEE	DETROIT SATELLITES								200502	KMKE	KDTW
KZ00767	KZ	L	MINNEAPOLIS METRO AREA	CHICAGO MIDWAY					00002359			200503	KMSP	KMDW
KZ00768	KZ	L	MINNEAPOLIS METRO AREA	CHICAGO O HARE INTL					00002359			200503	KMSP	KORD
KZ00769	KZ	L	MOLINE	FORT WAYNE					00002359			200503	KMLI	KFWA
KZ00770	KZ	L	MOLINE	SOUTH BEND					00002359			200503	KMLI	KSBN
KZ00771	KZ	L	MONTREAL	NEWARK		-250	17000	8000	11000300			200503	CYMX	KEWR
KZ00772	KZ	L	MONTREAL	NEWARK		+250	17000	11000	11000300			200503	CYMX	KEWR
KZ00773	KZ	L	NASHVILLE	TALLAHASSEE					11002300			200503	KBNA	KTLH
KZ00774	KZ	L	NAVY KEY WEST METRO AREA	DAYTONA BEACH					10300300			200503	KNQX	KDAB
