PR_IDENT	ICAO	LEVEL	START_NAME	DEST_NAME	ACFT_TYPE	ACFT_SPEED	UPPER_ALT	LOWER_ALT	EFFE_TIME1	EFFE_TIME2	EFFE_TIME3	CYCLE_DATE	STRT_ICAO	DEST_ICAO
KZ02357	KZ	H	WASHINGTON NATL ONLY	PROVIDENCE					11000400			200503	KDCA	KPVD
KZ02358	KZ	H	WASHINGTON NATL ONLY	WESTCHESTER CO					11000400			200413	KDCA	KHPN
KZ02359	KZ	H	PITTSBURGH	LA GUARDIA								200412	KPIT	KLGA
KZ02360	KZ	H	PITTSBURGH	PHILADELPHIA								200412	KPIT	KPHL
KZ02361	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	CHARLOTTE								200503	KORL	KCLT
KZ02362	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	CHICAGO MIDWAY					11000300			200412	KORL	KMDW
KZ02363	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	CINCINNATI								200412	KORL	KCVG
KZ02364	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	COLUMBUS								200503	KORL	KCMH
KZ02368	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	DENVER								200412	KORL	KDEN
KZ02369	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	DETROIT METRO-WAYNE CO								200412	KORL	KDTW
KZ02370	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	DETROIT SATELLITES								200502	KORL	KDTW
KZ02371	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	DETROIT CITY WINDSOR								200502	KORL	CYQG
KZ02372	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	FORT LAUDERDALE	S							200412	KORL	KFLL
KZ02373	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE))	FORT LAUDERDALE	T							200413	KORL	KFLL
KZ02374	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	INDIANAPOLIS								200412	KORL	KIND
KZ02375	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	KENNEDY								200412	KORL	KJFK
KZ02376	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	KENNEDY	W				0700	2400		200511	KORL	KJFK
KZ02377	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	LA GUARDIA					11000300			200412	KORL	KLGA
KZ02378	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	LA GUARDIA	W				11000300			200511	KORL	KLGA
KZ02379	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	LOUISVILLE								200412	KORL	KSDF
KZ02380	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	MIAMI	T				11000400			200412	KORL	KMIA
KZ02382	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	MINNEAPOLIS								200412	KORL	KMSP
KZ02383	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	NASHVILLE								200412	KORL	KBNA
KZ02384	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	NEWARK					11000400			200412	KORL	KEWR
KZ02385	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	NEWARK	W				11000400			200511	KORL	KEWR
KZ02386	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	PHILADELPHIA					11000400			200412	KORL	KPHL
KZ02387	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	PITTSBURGH					11000400			200412	KORL	KPIT
KZ02388	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	ST LOUIS					11000400			200412	KORL	KSTL
KZ02389	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	BOSTON	W				11000300			200511	KMCO	KBOS
KZ02390	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	CHICAGO MIDWAY					11000400			200412	KMCO	KMDW
KZ02391	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	CHICAGO OHARE INTL					11000400			200513	KMCO	KORD
KZ02392	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	DETROIT CITY WINDSOR								200502	KMCO	CYQG
KZ02394	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	FORT LAUDERDALE	T							200412	KMCO	KFLL
KZ02395	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	INDIANAPOLIS					11000400			200412	KMCO	KIND
KZ02396	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	KENNEDY	W							200511	KMCO	KJFK
KZ02397	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	LOUISVILLE					11000400			200412	KMCO	KSDF
KZ02399	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	MIAMI	T							200412	KMCO	KMIA
KZ02400	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	MINNEAPOLIS								200412	KMCO	KMSP
KZ02401	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	NASHVILLE					11000400			200412	KMCO	KBNA
KZ02402	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	NEWARK	W							200511	KMCO	KEWR
KZ02404	KZ	H	PALM BEACH METRO AREA	DAYTONA BEACH					10300300			200503	KPBI	KDAB
KZ02405	KZ	H	PALM BEACH METRO AREA	JACKSONVILLE					10300300			200503	KPBI	KJAX
KZ02408	KZ	H	PALM BEACH METRO AREA	OCALA					10300300			200503	KPBI	KOCF
KZ02409	KZ	H	PALM BEACH METRO AREA	ORLANDO					10300300			200412	KPBI	KMCO
KZ02410	KZ	H	PALM BEACH METRO AREA	OVERWATER ROUTES (NORTHEAST)					10300300			200412	KPBI	
KZ02412	KZ	H	PALM BEACH METRO AREA	TALLAHASSEE					10300300			200412	KPBI	KTLH
KZ02413	KZ	H	PALM BEACH METRO AREA	TAMPA					10300300			200412	KPBI	KTPA
KZ02414	KZ	H	PALM BEACH METRO AREA	TAMPA					10300300			200412	KPBI	KTPA
KZ02415	KZ	H	BOSTON	HOUSTON HOBBY					11000300			200412	KBOS	KHOU
KZ02416	KZ	H	DALLAS/FORT WORTH METRO AREA	WEST PALM BEACH								200412	KDFW	KPBI
KZ02417	KZ	H	MONTREAL	LA GUARDIA								200412	CYMX	KLGA
KZ02418	KZ	H	NASHVILLE	TORONTO								200501	KBNA	CYYZ
KZ02419	KZ	H	NASHVILLE	WASHINGTON DULLES								200412	KBNA	KIAD
KZ02420	KZ	H	NASHVILLE	WASHINGTON NATL								200412	KBNA	KDCA
KZ02421	KZ	H	NASHVILLE	WEST PALM BEACH								200412	KBNA	KPBI
KZ02422	KZ	H	NASHVILLE	BOSTON								200412	KBNA	KBOS
KZ02423	KZ	H	NASHVILLE	BRADLEY								200412	KBNA	KBDL
KZ02424	KZ	L	WASHINGTON/BALTIMORE METRO AREA	HARTFORD			17000	9000	11000300			200501		KHFD
KZ02426	KZ	H	OAKLAND	NEWARK								200412	KOAK	KEWR
KZ02427	KZ	L	CHICAGO METRO AREA (MIDWAY-OHARE)	LOUISVILLE					11000300			200513		KLOU
KZ02428	KZ	L	WASHINGTON/BALTIMORE METRO AREA	DETROIT METRO-WAYNE CO	P							200501		KDTW
KZ02429	KZ	H	ALBANY	CHICAGO OHARE INTL					11000300			200513	KALB	KORD
KZ02430	KZ	L	WASHINGTON/BALTIMORE METRO AREA	PHILADELPHIA			17000	7000	11000300			200501		KPHL
KZ02431	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	LOS ANGELES								200412	KJFK	KLAX
KZ02432	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	LOS ANGELES								200412	KEWR	KLAX
KZ02433	KZ	H	MINNEAPOLIS	KANSAS CITY								200412	KMSP	KMCK
KZ02434	KZ	H	NEW HAVEN	WASHINGTON DULLES								200412	KHVN	KIAD
KZ02435	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	WASHINGTON DULLES								200412	KJFK	KIAD
KZ02436	KZ	H	NEW ORLEANS	NEWARK								200603	KMSY	KEWR
KZ02437	KZ	H	HOUSTON METRO AREA	NEWARK								200503	KIAH	KEWR
KZ02438	KZ	H	WASHINGTON DULLES INTL ONLY	NEWARK					11000400			200413	KIAD	KEWR
KZ02439	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	TETERBORO (NON-ADVANCED NAV ONLY)	J				11000300			200413	KBWI	KTEB
KZ02440	KZ	H	WASHINGTON DULLES INTL ONLY	TETERBORO (NON-ADVANCED NAV ONLY)	J				11000300			200413	KIAD	KTEB
KZ02441	KZ	H	WASHINGTON NATL ONLY	TETERBORO (NON-ADVANCED NAV ONLY)	J				11000300			200413	KDCA	KTEB
KZ02442	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	NEWARK								200412	KMCO	KEWR
KZ02443	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	DALLAS/FORT WORTH								200412	KORL	KDFW
KZ02444	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	LA GUARDIA					11000300			200412	KMCO	KLGA
KZ02445	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	LA GUARDIA	W							200511	KMCO	KLGA
KZ02446	KZ	H	ATLANTA	TETERBORO (NON-ADVANCED NAV ONLY)					11000300			200412	KATL	KTEB
KZ02447	KZ	H	CHARLOTTE	TETERBORO (NON-ADVANCED NAV ONLY)					11000300			200412	KCLT	KTEB
KZ02448	KZ	H	DALLAS/FORT WORTH METRO AREA	FORT LAUDERDALE								200412	KDFW	KFLL
KZ02449	KZ	H	DALLAS/FORT WORTH METRO AREA	MIAMI								200412	KDFW	KMIA
KZ02450	KZ	H	DALLAS/FORT WORTH METRO AREA	WEST PALM BEACH								200412	KDFW	KPBI
KZ02451	KZ	H	DENVER	SOUTHWEST FLORIDA INTL								200412	KDEN	KRSW
KZ02452	KZ	H	FORT LAUDERDALE METRO AREA	DALLAS/FORT WORTH					10000300			200602	KFLL	KDFW
KZ02453	KZ	H	FORT LAUDERDALE METRO AREA	NEW ORLEANS					10000300			200503	KFLL	KMSY
KZ02454	KZ	H	FORT MYERS (SOUTHWEST FLORIDA INTL)	DALLAS/FORT WORTH								200412	KRSW	KDFW
KZ02456	KZ	H	MIAMI METRO AREA	NEW ORLEANS (WATER)					10000300			200503	KMIA	KMSY
KZ02457	KZ	H	WEST PALM BEACH	DALLAS/FORT WORTH								200507	KPBI	KDFW
KZ02458	KZ	H	SARASOTA/BRADENTON AREA	DALLAS/FT WORTH (WATER)								200507	KSRQ	KDFW
KZ02459	KZ	H	NEW ORLEANS	DENVER								200412	KMSY	KDEN
KZ02460	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	ST LOUIS					11000400			200412	KMCO	KSTL
KZ02465	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	ORLANDO INTL	T				11000300			200511	KLGA	KMCO
KZ02466	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	ORLANDO INTL	W				11000300			200511	KLGA	KMCO
KZ02467	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	ORLANDO EXECUTIVE (WATER)					11000300			200412	KEWR	KORL
KZ02470	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	ORLANDO EXECUTIVE					11000300			200412		KORL
KZ02471	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	ORLANDO EXECUTIVE (WATER)					11000300			200412		KORL
KZ02474	KZ	H	PROVIDENCE	ORLANDO EXECUTIVE					11000300			200412	KPVD	KORL
KZ02475	KZ	H	PROVIDENCE	ORLANDO EXECUTIVE (WATER)					11000300			200412	KPVD	KORL
KZ02476	KZ	H	PROVIDENCE	ORLANDO INTL					11000300			200412	KPVD	KMCO
KZ02477	KZ	H	PROVIDENCE	ORLANDO INTL (WATER)					11000300			200412	KPVD	KMCO
KZ02478	KZ	H	WASHINGTON/BALTIMORE METRO AREA	ORLANDO INTL					11000300			200413		KMCO
KZ02479	KZ	H	WASHINGTON/BALTIMORE METRO AREA	ORLANDO INTL (WATER)					11000300			200413		KMCO
KZ02480	KZ	H	WASHINGTON/BALTIMORE METRO AREA	TETERBORO (ADVANCED-NAVAGATION)	T				11000300			200413		KTEB
KZ02481	KZ	H	NORFOLK	TETERBORO (NON-ADVANCED NAV ONLY)	T				11000300			200412	KORF	KTEB
KZ02482	KZ	H	HOUSTON METRO AREA	ATLANTA								200503	KIAH	KATL
KZ02483	KZ	H	HOUSTON METRO AREA	FORT LAUDERDALE								200503	KIAH	KFLL
KZ02484	KZ	H	HOUSTON METRO AREA	ORLANDO								200503	KIAH	KMCO
KZ02485	KZ	H	HOUSTON METRO AREA	MIAMI								200503	KIAH	KMIA
KZ02486	KZ	H	HOUSTON METRO AREA	TAMPA/ST PETERSBURG								200503	KIAH	KTPA
KZ02487	KZ	H	HOUSTON METRO AREA	WEST PALM BEACH								200503	KIAH	KPBI
KZ02488	KZ	H	NEW ORLEANS	ATLANTA								200412	KMSY	KATL
KZ02489	KZ	H	NEW ORLEANS	CHARLOTTE								200412	KMSY	KCLT
KZ02490	KZ	H	BATON ROUGE METRO AREA	ATLANTA								200501	KBTR	KATL
KZ02491	KZ	H	BRADLEY	ORLANDO EXECUTIVE					11000300			200412	KBDL	KORL
KZ02492	KZ	H	BRIDGEPORT	BINGHAMTON	J							200412	KBDR	KBGM
KZ02493	KZ	H	BRIDGEPORT	ITHACA	J							200412	KBDR	KITH
KZ02494	KZ	H	LONG ISLAND (MAC ARTHUR)	BINGHAMTON	J							200501	KISP	KBGM
KZ02495	KZ	H	LONG ISLAND (MAC ARTHUR)	ITHACA	J							200501	KISP	KITH
KZ02496	KZ	H	NEW HAVEN	BINGHAMTON	T							200603	KHVN	KBGM
KZ02497	KZ	H	NEW HAVEN	ITHACA	J							200603	KHVN	KITH
KZ02498	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	BINGHAMTON	T							200603	KJFK	KBGM
KZ02499	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	ITHACA	T							200603	KJFK	KITH
KZ02500	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	BINGHAMTON	T							200603	KLGA	KBGM
KZ02501	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	ITHACA	T							200603	KLGA	KITH
KZ02502	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	BINGHAMTON	J							200412	KEWR	KBGM
KZ02503	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	ITHACA	T							200603	KEWR	KITH
KZ02505	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	SYRACUSE	J							200412		KSYR
KZ02506	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	BINGHAMTON	J							200412		KBGM
KZ02507	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	ITHACA	J							200503		KITH
KZ02508	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	ROCHESTER	J							200503	KHPN	KROC
KZ02509	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	SYRACUSE	J							200503	KHPN	KSYR
KZ02510	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	BINGHAMTON	J							200412	KHPN	KBGM
KZ02511	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	ITHACA	J							200503	KHPN	KITH
KZ02512	KZ	H	DENVER	DALLAS/FORT WORTH								200412	KDEN	KDFW
KZ02513	KZ	H	CLEVELAND	GEORGE BUSH INTCNTL/HOUSTON					11000300			200412	KCLE	KIAH
KZ02514	KZ	H	BRADLEY	ORLANDO EXECUTIVE (WATER)					11000300			200412	KBDL	KORL
KZ02515	KZ	H	BRADLEY	ORLANDO INTL					11000300			200501	KBDL	KMCO
KZ02516	KZ	H	BRADLEY	ORLANDO INTL (WATER)					11000300			200501	KBDL	KMCO
KZ02518	KZ	H	LOS ANGELES	KENNEDY								200412	KLAX	KJFK
KZ02519	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	FAYETEVILLE NC								200502	KJFK	KFAY
KZ02520	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	ST PETERSBURG								200412		KPIE
KZ02521	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	CHATTANOOGA								200412		KCHA
KZ02522	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	GEORGE BUSH INTCNTL/HOUSTON								200412	KLGA	KIAH
KZ02523	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	SYRACUSE	T							200603	KLGA	KSYR
KZ02524	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	FORT LAUDERDALE	T							200412	KORL	KFLL
KZ02525	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	ATLANTA					11000400			200412	KMCO	KATL
KZ02526	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	BALTIMORE					11000400			200412	KMCO	KBWI
KZ02527	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	BOSTON					11000300			200511	KMCO	KBOS
KZ02528	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	CHARLOTTE NC								200412	KMCO	KCLT
KZ02529	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	CINCINNATI					11000400			200412	KMCO	KCVG
KZ02530	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	COLUMBUS					11000400			200503	KMCO	KCMH
KZ02531	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	DETROIT METRO WAYNE CO								200412	KMCO	KDTW
KZ02532	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	DETROIT SATELLITES								200502	KMCO	KDTW
KZ02533	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	FORT LAUDERDALE	S							200412	KMCO	KFLL
KZ02534	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	KENNEDY								200412	KMCO	KJFK
KZ02535	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	PITTSBURG					11000400			200412	KMCO	KPIT
KZ02536	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	WASHINGTON DULLES					11000300			200412	KMCO	KIAD
KZ02537	KZ	H	RALEIGH-DURHAM	PHILADELPHIA					11000400			200511	KRDU	KPHL
KZ02538	KZ	H	RENO	DENVER					14000000			200412	KRNO	KDEN
KZ02539	KZ	H	RENO	DENVER					14000000			200412	KRNO	KDEN
KZ02540	KZ	H	SACRAMENTO	PHOENIX								200412	KSMF	KPHX
KZ02541	KZ	H	WASHINGTON/BALTIMORE METRO AREA	LOUISVILLE					11000300			200413		KSDF
KZ02542	KZ	L	WASHINGTON NATIONAL	NEWARK	S				11000300			200501	KDCA	KEWR
KZ02543	KZ	H	FORT LAUDERDALE METRO AREA	DENVER					10300300			200511	KFLL	KDEN
KZ02544	KZ	H	FORT LAUDERDALE METRO AREA	OVERWATER ROUTES (NORTHWEST)					10300300			200507	KFLL	
KZ02545	KZ	H	FORT MYERS (SOUTHWEST FLORIDA INTL)	DENVER								200507	KRSW	KDEN
KZ02546	KZ	H	FORT MYERS METRO AREA	(WESTBOUND DESTINATIONS)								200507	KFMY	
KZ02547	KZ	H	FORT MYERS METRO AREA	(WESTBOUND DESTINATIONS)								200507	KFMY	
KZ02548	KZ	H	FORT MYERS METRO AREA	(WESTBOUND DESTINATIONS)								200507	KFMY	
KZ02551	KZ	H	SARASOTA/BRADENTON AREA	DENVER (WATER)								200507		
KZ02552	KZ	H	WEST PALM BEACH	DENVER								200512	KPBI	KDEN
KZ02553	KZ	H	BRADLEY	ATLANTA (RNAV ONLY)								200509	KBDL	KATL
KZ02554	KZ	H	BOSTON	ATLANTA (RNAV ONLY)					11000300			200511	KBOS	KATL
KZ02555	KZ	H	BATON ROUGE METRO AREA	ATLANTA (RNAV ONLY)								200509	KBTR	KATL
KZ02557	KZ	H	DETROIT METRO-WAYNE CO AND SATELLITES	ATLANTA (RNAV ONLY)								200511	KDTW	KATL
KZ02558	KZ	H	FORT LAUDERDALE METRO AREA	ATLANTA (RNAV ONLY)					10000300			200509	KFLL	KATL
KZ02559	KZ	H	HOUSTON METRO AREA	ATLANTA (RNAV ONLY)								200509	KHOU	KATL
KZ02560	KZ	H	MIAMI METRO AREA	ATLANTA (RNAV ONLY)					10000300			200509	KMIA	KATL
KZ02561	KZ	H	MINNEAPOLIS	ATLANTA (RNAV ONLY)					11000400			200511	KMSP	KATL
KZ02562	KZ	H	LOUISVILLE	ATLANTA (RNAV ONLY)								200509	KSDF	KATL
KZ02563	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	ATLANTA (RNAV ONLY)								200509	KEWR	KATL
KZ02564	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	ATLANTA (RNAV ONLY)								200509	KHPN	KATL
KZ02565	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	ATLANTA (RNAV ONLY)								200511	KJFK	KATL
KZ02566	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	ATLANTA (RNAV ONLY)								200509	KLGA	KATL
KZ02567	KZ	H	ORLANDO METRO AREA (FROM ORLANDO INTL)	ATLANTA (RNAV ONLY)					11000400			200509	KMCO	KATL
KZ02568	KZ	H	ORLANDO METRO AREA (FROM EXECUTIVE)	ATLANTA (RNAV ONLY)								200509	KORL	KATL
KZ02569	KZ	H	PALM BEACH METRO AREA	ATLANTA (RNAV ONLY)					11000300			200509	KPBI	KATL
KZ02570	KZ	H	PROVIDENCE	ATLANTA (RNAV ONLY)					11000300			200509	KPVD	KATL
KZ02571	KZ	H	RALEIGH-DURHAM	ATLANTA (RNAV ONLY)					11000400			200511	KRDU	KATL
KZ02572	KZ	H	SAN ANTONIO	ATLANTA (RNAV ONLY)								200509	KSAT	KATL
KZ02573	KZ	H	TAMPA/ST PETERSBURG METRO AREA	ATLANTA (RNAV ONLY)								200509		KATL
KZ02574	KZ	H	WASHINGTON/BALTIMORE METRO AREA	ATLANTA (RNAV ONLY)					11000300			200509		KATL
KZ02575	KZ	H	CHICAGO METRO AREA (OHARE-MIDWAY)	MEMPHIS								200513	KORD	KMEM
KZ02576	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	ORLANDO INTL	T							200511	KHPN	KMCO
KZ02577	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	ORLANDO EXECUTIVE	T							200511	KHPN	KORL
KZ02578	KZ	H	TETERBORO	ORLANDO INTL	T							200511	KTEB	KORL
KZ02579	KZ	H	TETERBORO	ORLANDO EXECUTIVE	T							200511	KTEB	KORL
KZ02580	KZ	H	WASHINGTON NATL ONLY	JACKSONVILLE INTL	T							200511	KDCA	KJAX
KZ02581	KZ	H	WASHINGTON DULLES INTL ONLY	JACKSONVILLE INTL	T							200511	KIAD	KJAX
KZ02582	KZ	H	TETERBORO	JACKSONVILLE INTL	T							200511	KTEB	KJAX
KZ02584	KZ	H	BOSTON	BOCA RATON (GPS OR DME/DME-IRU)	T							200511	KBWI	KBCT
KZ02585	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	BOCA RATON (GPS OR DME/DME-IRU)	T							200511	KBWI	KBCT
KZ02586	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	BOCA RATON (GPS OR DME/DME IRU)	W							200511	KBWI	KBCT
KZ02587	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	BOCA RATON	T							200511	KBWI	KBCT
KZ02588	KZ	H	BOSTON	BOCA RATON (GPS OR DME/DME-IRU)	W							200511	KBOS	KBCT
KZ02589	KZ	H	BOSTON	BOCA RATON	T							200511	KBOS	KBCT
KZ02591	KZ	H	BOSTON	BOCA RATON	W							200511	KBOS	KBCT
KZ02592	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	BOCA RATON	W							200511	KBWI	KBCT
KZ02595	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	CHARLESTON SC	T							200511	KBWI	KCHS
KZ02597	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	FORT LAUDERDALE	W							200511	KBWI	KFLL
KZ02598	KZ	H	BOSTON	FORT LAUDERDALE (GPS OR DME/DME-IRU)	T							200511	KBOS	KFLL
KZ02599	KZ	H	BOSTON	FORT LAUDERDALE (GPS OR DME/DME-IRU)	W							200511	KBOS	KFLL
KZ02600	KZ	H	BOSTON	FORT LAUDERDALE	T							200511	KBOS	KFLL
KZ02601	KZ	H	BOSTON	FORT LAUDERDALE	W							200511	KBOS	KFLL
KZ02603	KZ	H	BOSTON	FORT LAUDERDALE (GPS OR DME/DME-IRU)	X							200511	KBOS	KFLL
KZ02605	KZ	H	BOSTON	FORT LAUDERDALE	S							200511	KBOS	KFLL
KZ02606	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	FORT LAUDERDALE (GPS OR DME/DME-IRU)	T							200511	KBWI	KFLL
KZ02607	KZ	H	BOSTON	FORT LAUDERDALE	X							200511	KBOS	KFLL
KZ02608	KZ	H	BOSTON	MIAMI (GPS OR DME/DME-IRU)	T							200511	KBOS	KMIA
KZ02609	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	FORT LAUDERDALE (GPS OR DME/DME-IRU)	W							200511	KBWI	KFLL
KZ02610	KZ	H	BOSTON	MIAMI (GPS OR DME/DME-IRU)	W							200511	KBOS	KMIA
KZ02612	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	FORT LAUDERDALE	T							200511	KBWI	KFLL
KZ02613	KZ	H	BOSTON	MIAMI	T							200511	KBOS	KMIA
KZ02614	KZ	H	BOSTON	ORLANDO INTL	W				11000300			200601	KBOS	KMCO
KZ02615	KZ	H	BOSTON	MIAMI	S							200511	KBOS	KFLL
KZ02617	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	FORT LAUDERDALE (GPS OR DME/DME-IRU)	X							200511	KBWI	KFLL
KZ02618	KZ	H	BOSTON	ORLANDO INTL					11000300			200601	KBOS	KMCO
KZ02619	KZ	H	BOSTON	MIAMI	W				11000300			200511	KBOS	KMIA
KZ02620	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	FORT LAUDERDALE	S							200511	KBWI	KFLL
KZ02621	KZ	H	BOSTON	MIAMI	W				11000300			200511	KBOS	KMIA
KZ02622	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	FORT LAUDERDALE	X							200511	KBWI	KFLL
KZ02623	KZ	H	BOSTON	WEST PALM BEACH (GPS OR DME/DME-IRU)	T				11000300			200511	KBOS	KPBI
KZ02624	KZ	H	BRIDGEPORT	MIAMI	T							200512	KBDR	KMIA
KZ02625	KZ	H	BOSTON	WEST PALM BEACH (GPS OR DME/DME-IRU)	W				11000300			200511	KBOS	KPBI
KZ02626	KZ	H	BRIDGEPORT	MIAMI (GPS OR DME/DME-IRU)	W							200511	KBDR	KMIA
KZ02627	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	JACKSONVILLE	T							200511	KBWI	KJAX
KZ02628	KZ	H	BOSTON	WEST PALM BEACH  (GPS OR DME/DME-IRU)	T				11000300			200601	KBOS	KPBI
KZ02629	KZ	H	BOSTON	WEST PALM BEACH (GPS OR DME/DME-IRU)	W				11000300			200601	KBOS	KPBI
KZ02630	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	MIAMI	J							200511	KBWI	KMIA
KZ02631	KZ	H	BRADLEY	BOCA RATON (GPS OR DME/DME-IRU)	T							200511	KBDL	KBCT
KZ02632	KZ	H	WASHINGTON/BALTIMORE METRO (BALTIMORE)	MIAMI	W							200511	KBWI	KMIA
KZ02633	KZ	H	BRADLEY	BOCA RATON	T							200511	KBDL	KBCT
KZ02634	KZ	H	BRADLEY	BOCA RATON	W							200511	KBDL	KBCT
